0,0,0,0,0,0,			//城番号
4200,9999999,1,1,234,20,722,3,0,0,	//幅,	城体力,	生産最低F,生産最高F,	背景種類,	出現最大数,以後未使用
722,0,0,30,90,100,0,0,1,100,0
746,1,1,1,1,3500000,2,3,0,180,25000
10,2,1,150,150,3500000,5,6,0,4000,1500
611,1,1,1,1,3500000,1,1,1,120,30000
10,1,1,1,1,3000000,5,6,0,4000,1500
429,1,1,1,1,3000000,3,4,1,350,20000
409,3,1,100,100,2500000,7,9,0,150,500
287,2,1,150,150,2500000,7,9,0,300,500
770,1,1,1,1,2500000,1,2,1,200,30000
746,1,1,1,1,1900000,2,3,0,180,25000
10,2,1,150,150,1900000,5,6,0,4000,1500
611,1,1,1,1,1900000,1,1,1,120,30000
10,1,1,1,1,1600000,5,6,0,4000,1500
429,1,1,1,1,1600000,3,4,1,350,20000
409,3,1,100,100,1300000,7,9,0,150,500
287,2,1,150,150,1300000,7,9,0,300,500
770,1,1,1,1,1300000,1,2,1,200,30000
746,1,1,1,1,1000000,2,3,0,150,25000
10,2,1,150,150,1000000,5,5,0,4000,1500
611,1,1,1,1,1000000,1,1,1,100,30000
409,3,1,100,100,700000,7,9,0,150,500
287,2,1,150,150,700000,7,9,0,300,500
770,1,1,1,1,700000,1,2,1,150,30000
409,2,1,100,100,400000,7,9,0,150,500
746,1,1,1,1,400000,2,3,0,150,25000
51,1,1,1,1,400000,0,0,1,500,20000
10,1,1,1,1,200000,5,5,0,4000,1500
429,1,1,1,1,200000,3,4,1,300,20000
409,3,1,100,100,100000,7,9,0,150,500
293,1,1,1,1,100000,5,6,1,200,15000
409,2,1,150,150,50000,7,9,0,100,500
10,1,1,1,1,50000,5,6,1,2400,10000
10,2,2400,200,200,0,5,6,0,4000,1500
287,2,2300,150,150,0,7,9,0,300,500
746,1,2100,1,1,0,2,3,0,150,25000
293,1,2000,1,1,0,5,6,0,300,5000
429,1,1700,1,1,0,3,4,0,200,20000
293,1,1500,1,1,0,5,6,0,200,5000
409,3,1250,200,200,0,7,9,0,100,500
293,1,900,1,1,0,5,6,0,200,5000
10,1,750,1,1,0,5,6,0,2400,1500
287,1,500,1,1,0,7,9,0,200,300
409,2,500,150,150,0,7,9,0,100,300
287,1,350,1,1,0,7,9,0,200,300
10,1,250,1,1,0,5,6,0,2400,1500
287,2,150,250,250,0,7,9,0,200,300
409,2,100,150,200,0,7,9,0,100,300



//敵は１ステージ最大１０種類
//にゃんこ道場
