172,1,0,0,0,0,   //城番号
6000,2000000,1,1,263,20,0,0,1,0,   //幅,    城体力,    生産最低F,生産最高F,    背景種類,    出現最大数,以後未使用
116,1,350,150,150,100,7,9,0,600
681,0,500,300,400,100,7,9,0,100
471,0,900,300,400,100,7,9,0,240
290,2,250,700,800,100,5,6,0,360
186,8,200,300,400,100,5,6,0,1800
116,0,2200,300,400,100,7,9,0,600
290,3,2400,700,800,100,5,6,0,360
725,1,1000,1,1,100,1,2,0,200
263,1,1900,1,1,100,1,2,0,120
725,1,3000,1,1,100,1,2,0,200
186,0,3500,500,600,100,5,6,0,1800
263,1,4200,1,1,100,1,2,0,120
725,0,5600,3000,3000,100,1,2,0,200
263,0,7100,3000,3000,100,1,2,0,120
774,1,150,1,1,100,0,0,1,100

//敵は１ステージ最大１０種類
