1,1,0,0,0,0,   //城番号,,,,,,
5600,1800000,1,1,222,20,0,0,0,0,,,
149,3,0,250,300,100,6,9,0,300
120,8,50,100,150,100,6,9,0,500
13,1,150,30,90,100,3,4,0,4000
555,0,400,500,550,100,6,9,0,500
555,6,0,250,300,99,6,9,0,500
555,3,0,150,200,99,6,9,0,500
557,5,0,250,300,99,5,5,0,400
612,1,0,30,90,99,0,0,1,200
149,3,750,300,350,99,6,9,0,300,0,0,1
61,1,750,30,90,99,3,4,0,300,0,0,1
120,0,1500,150,200,99,6,9,0,500,0,0,1
13,1,1500,30,90,99,3,4,0,4000,0,0,1
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
//敵は１ステージ最大１０種類,,,,,,,,,,,,
