85,0,0,0,0,0,   //城番号
6000,500000,1,1,172,40,0,0,0,0,	//幅,	城体力,	生産最低F,生産最高F,	背景種類,	出現最大数,以後未使用
752,36,0,25,75,100,4,9,0,3600
754,12,0,100,200,100,0,6,0,1200
753,6,0,150,300,100,0,6,0,500
148,12,150,10,30,100,7,9,0,200
175,6,650,75,200,100,0,6,0,1600
148,6,150,20,60,100,7,9,0,200
209,6,350,25,75,100,4,6,0,100
115,5,650,75,150,100,0,6,0,200
754,6,650,150,250,100,0,6,0,1200
753,6,800,150,300,100,0,6,0,500
291,3,1150,100,150,100,7,9,0,200
752,36,1200,25,75,100,4,9,0,3600
148,12,1500,10,30,100,7,9,0,200
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,


//敵は１ステージ最大１０種類
