85,0,0,0,0,0,   //城番号,,,,,
4500,50000,1,1,10,20,0,0,0,0,,
15,3,0,170,200,100,6,9,0,150
4,8,20,300,300,100,6,9,0,200
752,8,50,300,300,100,6,9,0,200
14,1,80,1,1,100,1,3,1,200
754,2,250,300,300,100,4,5,0,100
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
,,,,,,,,,,,
,,,,,,,,,,,
//敵は１ステージ最大１０種類
