0,1,0,0,0,0,   //城番号,,,,,,
5000,2200000,1,1,222,20,0,0,0,0,,,
2,20,50,200,300,100,7,9,0,4000
4,20,50,200,300,100,7,9,0,4000
120,5,100,400,500,100,7,9,0,500
53,3,30000,600,700,100,4,6,0,300
551,3,300,600,700,100,4,6,0,100
207,2,550,700,800,100,4,6,0,150
52,1,800,1,1,100,0,0,0,300
151,1,500,1,1,100,1,1,1,250
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
//敵は１ステージ最大１０種類,,,,,,,,,,,,
