182,0,0,0,0,0,   //城番号
5200,72000,1,1,261,20,0,0,0,0,	//幅,	城体力,	生産最低F,生産最高F,	背景種類,	出現最大数,以後未使用
5,3,50,70,70,100,5,5,0,400
14,1,260,1,1,100,0,0,0,100
5,1,330,70,70,100,5,5,0,400
775,1,700,30,90,100,6,6,1,100
33,1,900,1,1,100,3,3,0,100
3,2,1100,25,25,100,8,9,0,400
50,1,1150,25,25,100,2,2,0,100
3,3,1225,25,25,100,8,9,0,400
12,1,1900,20,20,100,3,3,0,400
24,1,1920,20,20,100,1,1,0,400
12,1,1940,20,20,100,4,4,0,400
5,0,2700,100,150,100,5,5,0,400
23,0,13500,13500,13500,100,9,9,0,100
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,
