25,-1,-1,1,3
0
70,2100,30,99,33,1,1,1,-3,-1
70,2100,30,99,33,1,55,3,-3,-1
70,2100,30,99,33,1,11,1,-3,-1
70,2100,30,99,33,1,85,5,-3,-1
90,2700,30,99,33,1,6,250000,-3,-1
90,2700,30,99,33,1,56,3,-3,-1
90,2700,30,99,33,1,86,5,-3,-1
90,2700,30,99,33,1,87,5,-3,-1
90,2700,30,99,33,1,11,1,-3,-1
110,3300,30,99,33,1,6,500000,-3,-1
110,3300,31,100,31,1,57,3,-3,-1
110,3300,31,100,31,1,88,5,-3,-1
120,3600,31,100,31,1,89,5,-3,-1
120,3600,31,100,31,1,11,1,-3,-1
130,3900,31,100,31,1,6,750000,-3,-1
130,3900,31,100,31,1,90,5,-3,-1
130,3900,31,100,31,1,105,1,-3,-1
140,4200,31,100,31,1,91,5,-3,-1
140,4200,31,100,31,1,6,1000000,-3,-1
150,4500,31,100,31,1,12,1,-3,-1
