0,0,0,0,0,0,			//城番号
4200,9999999,1,1,43,12,285,3,0,0,	//幅,	城体力,	生産最低F,生産最高F,	背景種類,	出現最大数,以後未使用
285,1,0,1,1,0,0,0,1,100
53,3,1,50,100,3750000,7,9,0,600
374,1,1,1,1,3750000,5,5,1,190,14500
370,1,1,1,1,3750000,7,7,1,400,14500
48,3,1,25,50,3600000,7,9,0,1600
372,1,1,1,1,3600000,5,5,1,400,14500
371,1,1,1,1,3600000,7,7,1,400,14500
17,10,1,50,100,3450000,7,9,0,6000
780,1,1,150,150,3450000,0,2,0,400,14500
373,1,1,1,1,3450000,7,7,1,400,14500
53,3,1,50,100,3300000,7,9,0,600
374,1,1,1,1,3300000,5,5,1,170,14000
370,1,1,1,1,3300000,7,7,1,380,14000
48,3,1,25,50,3150000,7,9,0,1600
372,1,1,1,1,3150000,5,5,1,380,14000
371,1,1,1,1,3150000,7,7,1,380,14000
17,10,1,50,100,3000000,7,9,0,6000
780,1,1,150,150,3000000,0,2,0,380,14000
373,1,1,1,1,3000000,7,7,1,380,14000
53,3,1,50,100,2850000,7,9,0,600
374,1,1,1,1,2850000,5,5,1,150,13500
370,1,1,1,1,2850000,7,7,1,360,13500
48,3,1,25,50,2700000,7,9,0,1600
372,1,1,1,1,2700000,5,5,1,360,13500
371,1,1,1,1,2700000,7,7,1,360,13500
17,10,1,50,100,2550000,7,9,0,6000
780,1,1,150,150,2550000,0,2,0,360,13500
373,1,1,1,1,2550000,7,7,1,360,13500
53,3,1,50,100,2400000,7,9,0,600
374,1,1,1,1,2400000,5,5,1,130,13000
370,1,1,1,1,2400000,7,7,1,340,13000
48,3,1,25,50,2250000,7,9,0,1600
372,1,1,1,1,2250000,5,5,1,340,13000
371,1,1,1,1,2250000,7,7,1,340,13000
17,10,1,50,100,2100000,7,9,0,6000
780,1,1,150,150,2100000,0,2,0,340,13000
373,1,1,1,1,2100000,7,7,1,340,13000
53,3,1,50,100,1950000,7,9,0,600
374,1,1,1,1,1950000,5,5,1,110,12500
370,1,1,1,1,1950000,7,7,1,320,12500
48,3,1,25,50,1800000,7,9,0,1600
372,1,1,1,1,1800000,5,5,1,320,12500
371,1,1,1,1,1800000,7,7,1,320,12500
17,10,1,50,100,1650000,7,9,0,6000
780,1,1,150,150,1650000,0,2,0,320,12500
373,1,1,1,1,1650000,7,7,1,320,12500
53,3,1,50,100,1500000,7,9,0,600
374,1,1,1,1,1500000,5,5,1,90,12000
370,1,1,1,1,1500000,7,7,1,300,12000
48,3,1,25,50,1425000,7,9,0,1600
372,1,1,1,1,1425000,5,5,1,300,11500
371,1,1,1,1,1425000,7,7,1,300,11500
17,10,1,50,100,1350000,7,9,0,6000
780,1,1,150,150,1350000,0,2,0,300,11500
373,1,1,1,1,1350000,7,7,1,300,11500
53,3,1,50,100,1200000,7,9,0,500
374,1,1,1,1,1200000,5,5,1,75,10500
370,1,1,1,1,1200000,7,7,1,250,10500
48,3,1,25,50,1125000,7,9,0,1400
372,1,1,1,1,1125000,5,5,1,250,10000
371,1,1,1,1,1125000,7,7,1,250,10000
17,10,1,50,100,1050000,7,9,0,5000
780,1,1,150,150,1050000,0,2,0,250,10000
373,1,1,1,1,1050000,7,7,1,250,10000
53,3,1,50,100,900000,7,9,0,400
374,1,1,1,1,900000,5,5,1,60,9000
370,1,1,1,1,900000,7,7,1,250,9000
48,3,1,25,50,825000,7,9,0,1200
372,1,1,1,1,825000,5,5,1,250,8500
371,1,1,1,1,825000,7,7,1,250,8500
17,10,1,50,100,750000,7,9,0,4000
780,1,1,150,150,750000,0,2,0,200,8500
373,1,1,1,1,750000,7,7,1,200,8500
53,3,1,50,100,600000,7,9,0,300
374,1,1,1,1,600000,5,5,1,45,7500
370,1,1,1,1,600000,7,7,1,150,7500
48,3,1,25,50,525000,7,9,0,1000
372,1,1,1,1,525000,5,5,1,150,7000
371,1,1,1,1,525000,7,7,1,150,7000
17,10,1,50,100,450000,7,9,0,3000
780,1,1,1,1,450000,0,2,0,100,7000
373,1,1,1,1,450000,7,7,1,100,7000
53,3,1,50,100,300000,7,9,0,200
374,1,1,1,1,300000,5,5,1,30,6000
370,1,1,1,1,300000,7,7,1,100,6000
48,3,1,25,50,225000,7,9,0,400
372,1,1,1,1,225000,5,5,1,150,5250
371,1,1,1,1,225000,7,7,1,150,5250
17,10,1,50,100,150000,7,9,0,1200
780,1,1,150,150,150000,0,2,0,60,5250
373,1,1,1,1,150000,7,7,1,60,5250
53,2,1,100,150,60000,0,9,0,100
374,1,1,1,1,60000,7,7,1,15,7500
17,8,1,50,100,36000,7,9,0,400
370,1,1,1,1,36000,7,7,1,30,6000
48,5,1,150,250,18000,0,9,0,100
371,1,1,1,1,18000,7,7,1,40,4500
372,1,1,1,1,10000,7,7,1,25,3000
17,15,1,25,50,6000,7,9,0,100
780,1,1,1,1,6000,7,7,1,10,3000
17,5,1,50,100,1000,7,9,0,100
373,1,1,1,1,1000,7,7,1,3,1500
17,0,450,150,300,0,0,9,0,100
17,0,100,75,150,0,0,9,0,100


//敵は１ステージ最大１０種類
//5周年記念ランキングネコ道場
