8,0,0,0,0,0,   //城番号
4500,400000,1,1,5,12,0,0,0,0,	//幅,	城体力,	生産最低F,生産最高F,	背景種類,	出現最大数,以後未使用
16,2,150,30,60,100,7,9,0,1800
115,2,250,600,700,100,4,5,0,250
781,0,400,120,150,100,7,9,0,10000
783,1,400,30,90,100,3,3,1,5000,0,2000
120,0,450,200,250,100,7,9,0,300
16,2,600,30,60,100,7,9,0,1800
117,3,800,800,900,100,5,7,0,200
19,2,1200,700,800,100,1,2,0,1000
16,2,1350,30,60,100,7,9,0,1800
40,1,1500,30,90,100,0,0,0,200
16,2,1800,30,60,100,7,9,0,1800
115,1,2000,600,700,100,4,5,0,250
16,2,2400,30,60,100,7,9,0,1800
23,0,13500,13500,13500,100,9,9,0,100
0,0,0,0,0,0,0,9,0,
0,0,0,0,0,0,0,9,0,
0,0,0,0,0,0,0,9,0,
0,0,0,0,0,0,0,9,0,
0,0,0,0,0,0,0,9,0,
0,0,0,0,0,0,0,9,0,
0,0,0,0,0,0,0,9,0,
0,0,0,0,0,0,0,9,0,
0,0,0,0,0,0,0,9,0,
0,0,0,0,0,0,0,9,0,
0,0,0,0,0,0,0,9,0,


//敵は１ステージ最大１０種類
