85,0,0,0,0,0,   //城番号,,,,,
5200,10000,1,1,135,30,0,0,0,0,,
752,0,50,50,80,100,9,9,0,150
3,0,0,80,100,100,7,9,0,100
4,0,100,40,60,100,7,9,0,100
17,0,200,100,150,100,7,9,0,100
15,10,300,150,180,100,7,9,0,100
8,4,320,100,120,100,2,3,0,100
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
,,,,,,,,,,,
,,,,,,,,,,,
//敵は１ステージ最大１０種類
