85,0,0,0,0,0,   //城番号
4000,600000,1,1,172,15,0,0,0,0,	//幅,	城体力,	生産最低F,生産最高F,	背景種類,	出現最大数,以後未使用
48,5,75,100,200,100,4,9,0,800
54,1,300,1,1,100,1,3,0,300
170,1,100,1,1,100,7,7,0,1800
170,1,110,1,1,100,5,5,0,1800
170,1,130,1,1,100,9,9,0,1800
170,1,375,1,1,100,5,5,0,1800
170,1,385,1,1,100,7,7,0,1800
170,1,405,1,1,100,3,3,0,1800
170,1,435,1,1,100,9,9,0,1800
170,1,475,1,1,100,1,1,0,1800
54,3,150,300,300,99,1,2,0,300,0,0,1
48,10,150,50,100,99,7,9,0,800,0,0,1
212,1,0,1,1,99,3,3,0,300
177,2,0,600,600,99,0,0,0,1400
757,1,0,1,1,99,9,9,1,500
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,


//敵は１ステージ最大１０種類
