182,0,0,0,0,0,   //城番号
4800,24000,1,1,261,20,0,0,0,0,	//幅,	城体力,	生産最低F,生産最高F,	背景種類,	出現最大数,以後未使用
2,2,100,50,50,100,7,7,0,150
6,1,200,1,1,100,5,5,0,150
2,2,250,50,50,100,7,7,0,150
775,1,500,30,90,100,9,9,1,30
4,3,500,20,20,100,8,8,0,150
10,1,560,20,20,100,4,4,0,150
4,1,580,20,20,100,8,8,0,150
2,1,700,50,50,100,7,7,0,150
6,1,750,1,1,100,5,5,0,150
2,3,800,50,50,100,7,7,0,150
17,4,1200,10,10,100,8,8,0,150
48,1,1240,10,10,100,6,6,0,100
17,2,1250,10,10,100,8,8,0,150
10,1,1500,20,20,100,4,4,0,150
4,5,1520,20,20,100,8,8,0,150
48,1,1700,30,90,100,6,6,0,100
17,0,2200,50,100,100,8,8,0,150
23,0,13500,13500,13500,100,9,9,0,100
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,
0,0,0,0,0,0,0,9,0,0,

//敵は１ステージ最大１０種類
