0,1,0,0,0,0,   //城番号,,,,,
4500,600000,1,1,268,20,787,0,0,0,,
787,0,0,1,1,100,0,0,0,6000
48,2,100,80,130,100,7,9,0,400
117,1,300,30,90,100,6,6,0,100
101,1,450,30,90,100,0,0,0,400
179,1,0,30,90,99,1,1,1,250
42,2,0,1200,1250,99,2,2,0,150
48,8,100,250,300,99,7,9,0,400,0,0,1
127,1,400,30,90,99,3,3,0,100,0,0,1
54,2,650,650,700,99,4,5,0,200,0,0,1
184,2,1000,650,700,99,4,5,0,250,0,0,1
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
,,,,,,,,,,,
,,,,,,,,,,,
//敵は１ステージ最大１０種類,,,,,,,,,,,
