52,-1,-1,-1,-1
1
30,900,187,100,187,1,0,1,-3,-1
30,900,187,100,187,1,6,10000,-3,-1
40,1200,187,100,187,1,3,1,-3,-1
40,1200,187,100,187,1,6,30000,-3,-1
50,1500,187,100,187,1,11,1,-3,-1
50,1500,187,100,187,1,6,50000,-3,-1
60,1800,187,100,187,1,105,1,-3,-1
60,1800,187,100,187,1,6,100000,-3,-1
70,2100,187,100,187,1,2,1,-3,-1
70,2100,187,100,187,1,11,2,-3,-1
80,2400,187,100,187,1,6,200000,-3,-1
80,2400,187,100,187,1,5,1,-3,-1
90,2700,187,100,187,1,6,300000,-3,-1
90,2700,187,100,187,1,105,2,-3,-1
100,3000,187,100,187,1,11,3,-3,-1
110,3300,187,100,187,1,6,500000,-3,-1
120,3600,187,100,187,1,4,1,-3,-1
130,3900,187,100,187,1,1,1,-3,-1
140,4200,187,100,187,1,6,1000000,-3,-1
150,4500,187,100,187,1,12,1,-3,-1
