0,1,0,0,0,0,   //城番号,,,,,,
4700,250000,1,1,268,20,787,0,0,0,,,
787,0,0,1,1,100,0,0,0,2500
4,6,50,150,200,100,6,9,0,400
17,4,100,50,100,100,6,9,0,400
101,1,250,30,90,100,1,1,0,100
50,1,300,30,90,100,4,4,0,400
25,1,0,30,90,99,0,0,1,400
102,2,0,800,850,99,3,3,0,200
10,3,0,250,300,99,5,5,0,400
4,10,0,100,150,99,6,9,0,400
17,8,0,150,200,99,6,9,0,400
19,1,100,800,850,99,2,2,0,300,0,0,1
101,1,450,1,1,99,1,1,0,100,0,0,1
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
0,0,0,0,0,0,0,9,0,100,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
//敵は１ステージ最大１０種類,,,,,,,,,,,,
