1,0,0,0,0,0,   //城番号
5200,1200000,1,1,1032,20,0,0,0,0,	//幅,	城体力,	生産最低F,生産最高F,	背景種類,	出現最大数,以後未使用
120,0,150,400,500,100,7,9,0,600
48,0,250,300,400,100,7,9,0,1440
36,2,400,1100,1200,100,5,6,0,720
39,4,500,700,800,100,1,3,0,1440
120,2,600,200,300,100,7,9,0,600
320,1,750,1,1,100,7,9,0,240
208,1,1000,1,1,100,4,6,0,240
52,1,1250,1,1,100,0,0,0,600
48,2,1500,200,300,100,7,9,0,1440
48,0,2000,200,300,100,7,9,0,1440
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,


//敵は１ステージ最大１０種類
