4,0,10,81,0,0,   //城番号
4000,10000,1,1,266,15,0,0,0,0,	//幅,	城体力,	生産最低F,生産最高F,	背景種類,	出現最大数,以後未使用
4,0,150,250,350,100,7,9,0,100
781,5,250,150,250,100,7,9,0,150
5,1,350,1,1,100,4,5,0,100
782,1,0,1,1,99,6,6,1,100
782,1,300,1,1,99,6,6,0,100,0,0,1
781,0,0,150,250,99,7,9,0,150,0,0
5,1,50,1,1,99,4,5,0,100,0,0,1
4,8,25,100,150,99,7,9,0,100,0,0,1
23,0,13500,13500,13500,100,9,9,0,100
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,
0,0,0,0,0,0,0,9,0,100,


//敵は１ステージ最大１０種類
