3,1,0,0,0,0,   //城番号,,,,,
5000,2000000,1,1,158,20,0,0,1,0,,
48,0,50,500,600,100,6,7,0,1440
48,6,160,1200,1300,100,6,7,0,1440
54,0,400,800,900,100,2,3,0,360
10,2,0,100,150,100,4,5,0,4800
13,0,50,950,1050,100,4,5,0,6000
540,0,1500,400,500,100,8,9,0,180
34,1,1700,1,1,100,1,1,0,360
725,1,2800,1,1,100,1,1,0,200
771,1,500,30,90,100,0,0,2,100
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
,,,,,,,,,,,
,,,,,,,,,,,
//敵は１ステージ最大１０種類,,,,,,,,,,,
