20,0,0,0,0,0,   //城番号
4800,2000000,1,1,1055,20,0,0,0,0, 	//幅,	城体力,	生産最低F,生産最高F,	背景種類,	出現最大数,以後未使用
17,0,50,200,300,100,8,9,0,4800
471,0,100,300,400,100,8,9,0,240
256,6,200,400,500,100,8,9,0,360
656,1,300,1,1,100,2,4,0,240
256,0,0,450,500,99,8,9,0,360
256,0,10,450,500,99,8,9,0,360,0,0,1
256,0,20,450,500,99,8,9,0,360,0,0,1
514,3,0,1200,1300,99,2,4,0,120
656,6,100,600,700,99,2,4,0,240,0,0,1
43,3,100,700,800,99,2,4,0,1440,0,0,1
656,1,150,600,700,99,2,4,0,240,0,0,1
602,2,500,800,900,99,5,7,0,180,0,0,1
430,1,800,1,1,99,1,1,0,360,0,0,1
429,1,1000,1,1,99,0,0,0,420,0,0,1
617,1,1200,1,1,99,2,4,0,240,0,0,1
429,1,0,1,1,99,0,0,1,420

//敵は１ステージ最大１０種類
