85,0,0,0,0,0,   //城番号,,,,,
4000,15000,1,1,135,20,0,0,0,0,,
752,0,100,100,150,100,5,9,0,150
6,1,30,1,1,100,3,4,0,100
17,0,300,170,180,100,5,9,0,100
6,3,360,100,120,100,3,4,0,100
13,1,0,1,1,100,1,2,0,150,0,0
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
0,0,0,0,0,0,0,9,0,100,,
,,,,,,,,,,,
,,,,,,,,,,,
//敵は１ステージ最大１０種類
