46,-1,-1,-1,-1
0
40,760,3,99,33,100,0,2,-3,-1
40,760,3,99,32,100,3,2,-3,-1
40,760,30,99,31,100,2,2,-3,-1
40,760,32,99,33,100,4,2,-3,-1
80,1520,3,90,47,100,11,2,-3,-1
80,1520,3,99,33,100,55,10,-3,-1
80,1520,31,100,31,100,5,4,-3,-1
80,1520,3,99,30,100,56,10,-3,-1
80,1520,3,100,3,100,1,4,-3,-1
120,2280,32,99,33,100,12,2,-3,-1
120,2280,31,99,33,100,57,6,-3,-1
120,2280,3,99,30,100,33,10,-3,-1
120,2280,3,99,32,100,30,10,-3,-1
120,2280,30,100,30,100,31,10,-3,-1
160,3040,3,99,31,100,11,4,-3,-1
160,3040,32,100,32,100,32,10,-3,-1
160,3040,48,99,47,100,34,10,-3,-1
160,3040,30,100,30,100,38,6,-3,-1
160,3040,31,99,33,100,35,6,-3,-1
200,3800,33,100,33,100,12,2,-3,-1
200,3800,3,99,32,100,36,6,-3,-1
200,3800,30,100,30,100,37,6,-3,-1
200,3800,3,99,33,100,39,6,-3,-1
200,3800,31,99,32,100,50,6,-3,-1
200,3800,33,100,33,100,11,6,-3,-1
200,3800,3,99,31,100,51,6,-3,-1
200,3800,30,100,30,100,52,6,-3,-1
200,3800,3,99,33,100,53,6,-3,-1
200,3800,31,99,32,100,40,6,-3,-1
200,3800,4,100,4,100,12,4,-3,-1
200,3800,30,100,30,100,85,20,-3,-1
200,3800,31,100,31,100,86,20,-3,-1
200,3800,3,100,3,100,87,20,-3,-1
200,3800,32,100,32,100,88,20,-3,-1
200,3800,30,100,30,100,40,6,-3,-1
200,3800,31,100,31,100,89,20,-3,-1
200,3800,3,99,33,100,90,20,-3,-1
200,3800,30,100,30,100,91,20,-3,-1
200,3800,32,100,32,100,6,6000000,-3,-1
200,3800,4,100,4,100,12,4,-3,-1
200,3800,33,100,33,100,105,6,-3,-1
200,3800,31,100,31,100,50,10,-3,-1
200,3800,30,100,30,100,41,2,-3,-1
200,3800,3,100,3,100,51,10,-3,-1
200,3800,32,100,32,100,40,10,-3,-1
200,3800,31,100,31,100,52,10,-3,-1
200,3800,33,100,33,100,42,2,-3,-1
200,3800,30,99,31,100,53,10,-3,-1
200,3800,4,100,4,100,43,2,-3,-1
200,3800,125,100,125,100,12,4,-3,-1
