0,0,0,0,0,0,			//城番号
4200,9999999,1,1,234,20,722,3,0,0,	//幅,	城体力,	生産最低F,生産最高F,	背景種類,	出現最大数,以後未使用
722,0,0,30,90,100,0,0,1,100,0
725,1,1,30,90,5000000,0,0,1,200,55000
606,1,1,30,90,4500000,5,5,1,100,40000
212,1,1,30,90,4000000,3,3,1,300,35000
180,1,1,30,90,3500000,4,4,1,1500,20000
725,1,1,30,90,3000000,0,0,1,200,35000
606,1,1,30,90,2500000,5,5,1,100,30000
636,1,1,30,90,2000000,3,3,1,150,40000
180,1,1,30,90,1600000,4,4,1,1500,15000
725,1,1,30,90,1300000,0,0,1,200,20000
606,1,1,30,90,1000000,5,5,1,100,15000
212,1,1,30,90,700000,3,3,1,300,15000
180,1,1,30,90,400000,4,4,1,1500,10000
560,1,1,30,90,200000,2,2,1,150,10000
120,3,1,100,100,100000,7,9,0,300,3000
120,1,1,30,90,100000,7,9,1,300,3000
555,3,1,100,100,50000,7,9,0,500,3000
555,1,1,30,90,50000,7,9,1,500,3000
389,1,2400,30,90,0,6,6,0,240,7000
560,1,2400,30,90,0,2,2,0,240,10000
606,1,2300,30,90,0,5,5,0,120,40000
555,4,2300,100,100,0,7,9,0,720,800
560,2,2000,200,200,0,2,2,0,150,6000
120,3,2000,50,50,0,7,9,0,300,500
636,1,1700,30,90,0,1,1,0,100,30000
180,1,1700,30,90,0,4,4,0,1000,3000
555,3,1700,150,150,0,7,9,0,500,800
725,1,1500,30,90,0,0,0,0,150,20000
120,4,1500,100,100,0,7,9,0,500,500
606,1,1250,30,90,0,5,5,0,100,15000
180,1,1250,30,90,0,4,4,0,1000,3000
389,1,900,30,90,0,6,6,0,100,7000
212,1,750,30,90,0,3,3,0,200,10000
120,4,750,100,100,0,7,9,0,300,500
560,1,500,30,90,0,2,2,0,150,5000
555,2,500,100,100,0,7,9,0,400,800
555,2,350,150,150,0,7,9,0,400,800
180,1,150,30,90,0,4,4,0,1000,3000
120,2,100,100,100,0,7,9,0,300,500


//敵は１ステージ最大１０種類
//にゃんこ道場
